2025-04-22T12:00:00Z,Selection procedure of European TEN-T Coordinators,The Commission is launching the procedure for the selection of European TEN-T coordinators for three European Transport Corridors,News article,/news-events/news/selection-procedure-european-ten-t-coordinators-2025-04-22_en
2025-04-15T12:00:00Z,Commissioner Tzitzikostas hosts implementation dialogue on high-speed rail,"Today’s implementation dialogue on high-speed rail, hosted by Commissioner Tzitzikostas, will focus on improving EU rail connectivity.",News article,/news-events/news/commissioner-tzitzikostas-hosts-implementation-dialogue-high-speed-rail-2025-04-15_en
2025-04-11T12:00:00Z,Commission enhances interoperability and transparency of alternative fuels infrastructure data,"The Commission has adopted a new Implementing Regulation to support the uniform and effective provision of compatible, interoperable and real-time alternative fuels infrastructure data, further advancing the goals set out in the Alternative Fuels Infrastructure Regulation (AFIR)",News article,/news-events/news/commission-enhances-interoperability-and-transparency-alternative-fuels-infrastructure-data-2025-04-11_en
2025-04-11T12:00:00Z,Landmark agreement towards achieving net-zero emissions from global shipping by 2050,"The Commission welcomes today’s landmark agreement at the International Maritime Organization (IMO), to achieve net-zero greenhouse gas emissions from global shipping ‘by or around 2050’.",News article,/news-events/news/landmark-agreement-towards-achieving-net-zero-emissions-global-shipping-2050-2025-04-11_en
2025-04-11T12:00:00Z,"More safe and secure parking for professional drivers is needed, EU study reveals","According to a new European Commission study, the EU is facing a critical shortage of Safe and Secure Parking Areas (SSPAs) for professional drivers, with a current gap of 390,057 parking spaces that is expected to grow to 483,000 by 2040.",News article,/news-events/news/more-safe-and-secure-parking-professional-drivers-needed-eu-study-reveals-2025-04-11_en
2025-03-25T12:00:00Z,The EU and Singapore continue deepening relations at 8th EU-Singapore Transport Dialogue,"At the 8th EU-Singapore Transport Dialogue, discussions revolved around bilateral technical cooperation across all transport modes and the global challenges to international transport.",News article,/news-events/news/eu-and-singapore-continue-deepening-relations-8th-eu-singapore-transport-dialogue-2025-03-25_en
2025-03-20T12:00:00Z,Solidarity Lanes: Latest figures – February 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-february-2025-2025-03-20_en
2025-03-18T12:00:00Z,"EU road fatalities drop by 3% in 2024, but progress remains slow ","The Commission released preliminary figures on road fatalities for 2024, reporting around 19,800 deaths - a 3% decrease from 2023, equivalent to 600 fewer lives lost.",News article,/news-events/news/eu-road-fatalities-drop-3-2024-progress-remains-slow-2025-03-18_en
2025-03-12T12:00:00Z, March infringements package: key decisions,March infringements package: key decisions,News article,https://ec.europa.eu/commission/presscorner/detail/en/inf_25_503
2025-03-11T12:00:00Z,Europe for Aviation Joins Forces at Airspace World 2025,Joining forces to make Europe the most efficient and environmentally friendly sky to fly in the world!,News article,https://transport.ec.europa.eu/news-events/events/europe-aviation-joins-forces-airspace-world-2025-2025-05-13_en
2025-03-05T12:00:00Z,Commission adopts decision on Schiphol Airport noise reduction plan,"Today, the Commission adopted a decision regarding measures to be introduced by the Netherlands at Schiphol Airport to reduce the aircraft noise burden on residents.",News article,/news-events/news/commission-adopts-decision-schiphol-airport-noise-reduction-plan-2025-03-05_en
2025-03-05T12:00:00Z,Commission boosts European automotive industry's global competitiveness,"The European automotive sector is at critical turning point, challenged by rapid technological changes and increasing competition. To address the changes ahead, President von der Leyen in January launched a Strategic Dialogue on the Future of the European Automotive Industry.",News article,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_635
2025-03-04T12:00:00Z,European Capital of Smart Tourism and European Green Pioneer of Smart Tourism 2026: applications open tomorrow,Tourism destinations across Europe are invited to submit their innovative practices of smart and sustainable tourism to become leading examples in European tourism.,News article,/news-events/news/european-capital-smart-tourism-and-european-green-pioneer-smart-tourism-2026-applications-open-2025-03-04_en
2025-03-03T12:00:00Z,Commission welcomes ICAO agreement on new aircraft standards for fuel efficiency and noise levels driving sustainability in aviation,"The Commission welcomes the landmark decision at the ICAOs Committee for Aviation Environmental Protection (CAEP), agreeing on a comprehensive set of new standards for fuel efficiency and noise levels for new aircraft applicable as of 2029.",News article,/news-events/news/commission-welcomes-icao-agreement-new-aircraft-standards-fuel-efficiency-and-noise-levels-driving-2025-03-03_en
2025-02-28T12:00:00Z,Commission brings clarity on ReFuelEU Aviation implementation,The Commission published a report assessing developments in the EU sustainable aviation fuels (SAF) market and evaluating possible improvements to the SAF flexibility mechanism.,News article,/news-events/news/commission-brings-clarity-refueleu-aviation-implementation-2025-02-28_en
2025-01-22T12:00:00Z,CEF Transport: €9.5 billion requested for infrastructure projects on the trans-European transport network,CINEA received 258 applications requesting over €9.5 billion in co-funding from the Connecting Europe Facility (CEF) Transport by the call deadline of 21 January 2025. It is nearly four times more than the €2.5 billion budget available for the 2024 CEF Transport calls for proposals.,News article,https://cinea.ec.europa.eu/news-events/news/cef-transport-eu95-billion-requested-infrastructure-projects-trans-european-transport-network-2025-01-22_en
2025-01-21T12:00:00Z,Solidarity Lanes: Latest figures – December 2024,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-december-2024-2025-01-21_en
2025-01-17T12:00:00Z,Road transport: EU and Ukraine sign decision to extend smart tachograph to Ukrainian hauliers ,"On 17 January 2025, the EU and Ukraine agreed on the recognition of smart tachographs for the enforcement of the EU-Ukraine Road Transport Agreement. ",News article,/news-events/news/road-transport-eu-and-ukraine-sign-decision-extend-smart-tachograph-ukrainian-hauliers-2025-01-17_en
2025-01-15T12:00:00Z,"With EU support, Ukrainian Railways opens modernised train inspection point on the border with Poland",Ukrzaliznytsia has completed a project to double the capacity of a train inspection point at the Polish-Ukrainian border. This project has been implemented with the parallel funding of the Connecting Europe Facility and the European Investment Bank.,News article,https://www.eeas.europa.eu/delegations/ukraine/eu-support-ukrzaliznytsia-opens-modernised-train-inspection-point-border-poland-mostyska-ii-station_en
2025-01-14T12:00:00Z,European Aviation Environmental Report 2025 provides key recommendations for a more sustainable future in aviation,"The European Aviation Environmental Report offers recommendations on reducing aviation's impact on climate change, noise and air quality.",News article,/news-events/news/european-aviation-environmental-report-2025-provides-key-recommendations-more-sustainable-future-2025-01-14_en
2025-01-10T12:00:00Z,New EU rules aiming to decarbonise the maritime sector take effect,"More renewable and low-carbon fuels will help reduce carbon emissions and air pollution from the EU maritime sector, following the entry into force of the FuelEU Maritime Regulation as of 1 January 2025.",News article,/news-events/news/new-eu-rules-aiming-decarbonise-maritime-sector-take-effect-2025-01-10_en
2025-01-09T12:00:00Z,Towards Paperless Freight Transport: EU takes a step forward with eFTI Regulation implementation,"Member States can now begin setting up their IT systems in preparation for paperless freight transport, as the first eFTI Regulation implementing and delegated acts entered into force.",News article,/news-events/news/towards-paperless-freight-transport-eu-takes-step-forward-efti-regulation-implementation-2025-01-09_en
2025-01-09T12:00:00Z,EU Aviation Safety Agency updates safety guidance on Russian Airspace,The European Union Aviation Safety Agency (EASA) has updated its Conflict Zone Information Bulletin for the airspace of the Russian Federation.,News article,/news-events/news/eu-aviation-safety-agency-updates-safety-guidance-russian-airspace-2025-01-09_en
2024-12-19T12:00:00Z,"Investments in climate adaptation should be an integral part of the trans-European transport network, study shows",A new study that shows how all transport modes on the TEN-T network will be exposed to significantly more climate extremes in the future.,News article,/news-events/news/investments-climate-adaptation-should-be-integral-part-trans-european-transport-network-study-shows-2024-12-19_en
2024-12-18T12:00:00Z,EU introduces Flight Emissions Label for more informed and sustainable travelling,"The Commission adopted a Regulation putting in place a Flight Emissions Label (FEL), which offers a clear and trustworthy methodology for calculating flight emissions.",News article,/news-events/news/eu-introduces-flight-emissions-label-more-informed-and-sustainable-travelling-2024-12-18_en
